child_id,physical_abuse,emotional_abuse,sexual_abuse,victimization,parent_monitoring,parent_support,parental_warmth,family_conflict,domestic_violence_exposure,school_attendance,school_grades,school_attachment,teacher_support,school_suspensions,alcohol_use,smoking_frequency,drug_use,peer_delinquency,gang_exposure,household_income,parent_education,neighborhood_disadvantage,mental_health_score,impulsivity_score,criminal_risk,is_criminal
CHD01230,4.09,0.32,4.81,1.28,4.29,1.74,3.38,0.03,4.44,4.49,8.56,2.25,6.72,1.62,0.22,,,7.89,3.27,45015.69,,1.5,9.53,0.3,41.0,0
CHD01231,8.94,0.29,3.01,3.78,3.54,13.89,,1.21,8.98,4.0,7.01,0.86,4.78,0.54,9.81,4.33,9.88,7.47,5.12,86642.99,9.95,4.01,4.53,4.15,51.4,0
CHD01232,2.3,9.43,2.31,4.23,1.76,3.46,3.23,5.85,3.71,0.12,7.42,1.12,7.83,,,1.18,8.11,7.29,,97379.85,10.37,0.31,7.19,,50.0,0
CHD01233,2.13,9.45,,7.15,7.03,0.8,,,2.4,0.53,8.05,7.47,6.71,9.96,4.46,1.02,3.98,6.31,2.12,59959.07,3.83,8.37,8.73,5.31,56.9,1
CHD01234,0.31,2.11,2.3,0.91,,6.72,0.69,2.6,3.81,4.77,2.04,7.46,8.97,8.81,1.05,0.94,0.82,6.99,3.42,106136.87,7.55,5.73,7.72,3.88,39.1,0
CHD01235,6.52,1.47,1.71,2.52,3.36,10.44,9.77,1.82,2.94,5.2,1.66,5.94,5.75,9.85,3.9,8.34,6.45,7.86,9.57,93725.41,9.72,5.37,9.16,4.5,45.8,0
CHD01236,3.69,0.18,4.28,6.47,5.81,5.56,5.39,5.19,0.99,5.19,9.66,1.17,5.68,4.45,8.36,9.92,0.15,,6.04,67569.04,14.78,0.74,9.09,5.31,42.5,0
CHD01237,,2.31,1.28,9.64,5.53,5.2,9.21,8.95,6.01,6.08,7.31,2.01,8.8,1.75,9.84,6.38,1.29,8.3,9.26,63009.61,18.77,5.28,3.37,7.02,43.7,0
CHD01238,4.73,3.34,,,,1.53,,2.16,7.88,8.83,3.1,5.69,3.07,1.47,3.85,1.77,8.01,8.7,2.92,75941.02,3.44,6.23,4.42,2.35,53.7,0
CHD01239,9.68,2.41,3.55,7.28,7.73,2.2,5.86,5.01,3.94,12.48,1.96,5.47,9.23,7.29,11.98,0.72,7.16,3.26,3.1,133479.76,10.64,,5.76,7.22,48.9,0
CHD01240,1.86,7.97,4.5,10.29,3.36,8.24,8.65,6.16,9.09,1.26,8.95,1.88,1.35,0.09,6.65,1.85,,5.08,8.39,53706.56,6.62,9.84,8.06,0.07,47.2,0
CHD01241,8.69,7.49,3.4,3.27,8.84,2.94,8.66,1.17,6.91,2.71,8.93,0.12,9.06,9.62,4.48,1.4,3.93,2.83,,115777.13,1.32,0.56,8.98,5.88,42.9,0
CHD01242,7.77,0.81,5.23,2.85,4.6,3.96,9.72,5.73,3.33,13.87,1.69,0.84,3.3,8.65,,2.47,6.07,7.34,0.61,131917.63,3.16,1.4,7.31,4.89,45.2,0
CHD01243,7.71,6.97,4.49,7.46,1.28,6.4,12.96,,8.03,3.34,1.44,9.98,5.38,5.53,0.25,7.63,9.5,1.2,3.01,129286.4,6.82,3.65,0.51,4.14,48.3,0
CHD01244,8.45,5.21,3.85,0.28,2.57,2.61,6.81,6.79,4.05,5.9,11.3,8.04,3.49,3.96,9.14,5.96,8.14,7.34,8.78,98225.08,16.58,8.06,2.86,4.75,52.1,0
CHD01245,7.61,1.32,1.2,4.18,,4.24,8.23,6.49,8.96,8.29,9.49,3.94,3.35,8.56,1.6,8.48,1.32,1.27,7.33,21926.05,9.24,8.6,1.57,7.71,44.5,1
CHD01246,6.26,7.4,0.31,7.73,9.2,0.49,10.32,9.25,2.22,7.56,4.37,0.85,7.06,9.06,8.14,3.78,5.34,,8.01,10342.16,8.02,6.26,6.47,7.64,60.4,1
CHD01247,1.31,0.86,3.59,1.44,5.1,8.71,2.08,7.08,5.35,,3.68,2.43,0.04,1.12,4.54,4.08,1.73,8.41,9.6,29878.13,,9.02,14.3,3.96,45.6,0
CHD01248,,1.77,1.17,9.43,7.02,1.32,1.85,8.6,5.04,,0.45,9.09,2.46,7.74,,1.53,4.5,8.89,7.86,112455.09,10.67,6.72,9.17,3.04,60.7,1
CHD01249,9.21,1.49,,9.09,8.87,7.13,5.55,2.39,2.78,6.96,8.55,0.73,2.74,8.82,4.55,4.01,,4.18,,109131.92,15.56,2.3,7.0,1.13,48.3,0
CHD01250,6.17,9.39,0.45,9.71,5.74,3.42,6.21,3.72,10.78,3.07,1.24,9.95,4.21,0.16,0.16,4.55,8.8,4.41,6.89,55537.72,2.35,7.48,1.7,3.57,54.4,0
CHD01251,7.97,6.98,2.84,5.44,0.45,3.67,5.43,,5.54,4.79,7.81,0.73,0.72,0.59,1.34,11.94,6.56,9.62,,111777.8,0.02,8.01,2.92,3.82,57.7,1
CHD01252,4.82,4.11,0.11,1.46,0.63,5.2,6.0,7.22,3.79,8.59,5.03,4.64,,3.41,6.9,0.47,3.19,4.93,8.73,113044.22,2.19,9.31,,,44.9,1
CHD01253,1.17,8.22,2.67,7.63,1.63,0.82,1.66,5.65,8.81,8.91,4.03,9.52,4.62,7.4,9.41,1.57,4.19,8.04,7.58,71484.04,3.1,7.42,4.63,4.87,61.1,1
CHD01254,1.25,2.16,4.17,8.43,3.51,3.13,4.27,1.19,7.55,6.01,9.52,7.7,9.68,3.3,3.17,0.11,9.21,9.69,2.92,86735.95,23.59,4.25,0.36,9.08,50.1,0
CHD01255,6.86,9.31,2.9,0.79,,7.65,6.54,5.71,0.2,3.64,0.97,4.92,2.84,4.48,,5.18,0.67,5.98,5.98,,11.57,2.92,7.28,3.38,41.8,0
CHD01256,4.3,6.97,6.18,4.44,0.76,9.74,8.27,0.53,6.11,3.21,5.05,8.61,6.69,5.84,0.57,5.22,7.56,6.31,3.62,121771.49,7.21,1.96,7.8,3.45,39.0,0
CHD01257,2.01,5.6,2.74,6.05,3.96,2.46,2.83,7.44,9.46,4.84,2.66,5.91,,4.88,6.89,1.02,0.87,7.11,4.67,62617.34,1.78,6.25,8.15,1.76,70.2,1
CHD01258,4.92,7.95,3.44,6.66,8.9,1.0,8.0,,0.81,6.5,,,6.18,4.89,4.03,0.36,13.49,9.98,6.31,129988.89,2.1,5.03,6.02,2.47,42.7,0
CHD01259,11.64,6.45,1.83,4.9,7.36,6.63,7.94,7.35,1.84,9.93,13.82,2.42,2.69,8.72,6.71,1.12,5.11,8.14,5.57,10299.3,3.62,0.96,7.46,8.43,53.0,0
CHD01260,5.82,8.87,1.48,0.5,5.61,6.2,1.47,1.06,9.56,4.64,3.92,8.71,8.93,10.85,8.45,6.55,0.12,3.86,9.57,74027.7,17.26,4.84,6.16,6.97,52.5,0
CHD01261,2.69,8.29,,5.91,7.84,3.92,6.57,9.13,2.89,4.41,8.19,6.91,,2.69,6.63,8.57,14.19,3.84,2.33,127466.8,18.59,8.12,7.72,8.18,49.7,1
CHD01262,7.98,1.98,0.51,0.92,3.27,5.47,,9.99,1.65,0.53,4.6,2.32,1.72,5.79,5.96,1.08,9.87,0.89,7.61,59997.0,13.96,4.47,1.0,6.55,47.0,0
CHD01263,3.1,2.4,1.27,0.74,9.25,5.39,7.51,5.9,5.59,2.11,0.52,2.39,0.34,9.86,5.07,4.85,8.14,,10.14,118347.98,14.83,9.61,0.39,4.37,51.6,0
CHD01264,4.55,0.65,,0.85,5.13,0.81,11.53,0.48,11.37,4.18,4.4,6.48,3.41,4.22,3.1,5.19,0.81,8.81,4.39,25854.58,13.08,7.41,0.38,5.95,42.7,0
CHD01265,0.12,2.2,1.71,9.45,5.18,9.22,3.35,4.7,6.33,0.57,1.12,1.87,5.36,2.7,1.45,1.62,2.39,1.17,5.67,35744.64,1.72,0.47,1.25,2.25,37.9,0
CHD01266,0.72,3.43,2.48,6.89,3.52,4.93,4.31,5.98,8.22,4.37,4.12,3.98,1.46,9.96,1.8,5.51,9.46,2.44,0.16,133641.42,19.27,7.04,1.77,8.67,54.3,0
CHD01267,3.92,0.29,2.44,6.18,5.65,1.03,,8.03,,7.75,9.2,5.73,3.09,1.16,8.02,0.63,2.97,6.74,4.16,28146.79,4.2,7.58,13.96,9.82,44.0,0
CHD01268,4.8,3.15,3.68,7.34,9.33,4.16,6.83,6.35,12.36,5.27,6.46,0.05,7.75,4.11,4.32,1.91,3.77,8.43,4.63,59392.69,6.74,1.87,8.7,5.47,55.5,0
CHD01269,6.0,,1.98,2.42,1.09,9.99,1.02,8.12,7.59,5.84,0.8,9.41,6.56,1.53,9.51,8.05,8.53,1.2,6.83,108342.41,14.86,7.35,5.54,6.61,60.1,1
CHD01270,,8.4,3.39,3.14,4.29,7.75,4.32,7.88,0.61,1.2,5.0,3.54,6.79,2.99,0.95,4.8,1.35,1.58,,82933.37,7.13,2.05,,14.27,42.3,0
CHD01271,6.95,0.09,4.45,9.03,6.11,9.47,7.28,1.75,2.74,6.52,7.39,4.16,3.42,6.7,1.52,8.76,7.22,14.53,7.78,75057.19,14.42,3.32,4.85,2.69,49.4,0
CHD01272,8.6,0.07,,6.58,3.22,2.88,7.48,9.18,1.92,2.31,4.76,2.66,9.88,2.89,9.05,7.92,3.49,4.79,1.8,20322.56,8.39,4.81,9.1,2.74,55.3,0
CHD01273,7.8,1.46,2.77,8.33,7.48,3.24,5.92,0.48,3.27,9.05,3.76,9.36,8.74,13.25,6.41,1.32,9.87,6.01,3.77,,0.41,4.18,5.35,3.57,41.6,0
CHD01274,0.4,8.73,3.39,9.46,1.31,9.49,9.9,2.79,4.72,0.89,4.31,2.1,1.96,5.77,4.4,5.22,2.3,2.74,14.78,93193.53,13.14,3.84,9.8,3.14,44.1,0
CHD01275,4.81,4.69,2.47,4.5,6.87,2.4,7.22,8.99,5.23,5.56,,3.29,1.61,3.96,2.23,4.82,8.32,5.38,6.43,53877.56,11.96,8.53,5.86,1.88,45.2,0
CHD01276,,9.83,0.82,5.81,4.3,3.31,9.17,9.82,7.52,8.83,1.35,2.16,1.73,6.39,6.84,8.96,7.24,5.0,6.31,70099.92,7.91,8.01,8.93,7.42,59.2,1
CHD01277,2.42,8.87,1.47,3.07,0.1,8.63,4.4,4.48,7.08,7.07,2.36,7.92,8.47,3.41,7.84,4.18,3.8,14.57,2.66,135093.31,11.92,8.2,7.26,5.54,51.9,0
CHD01278,9.87,8.9,0.14,8.37,9.89,1.33,5.03,0.32,9.45,5.61,8.89,,8.86,5.23,9.52,8.34,0.34,2.3,5.82,122526.18,12.31,3.26,4.91,5.4,45.6,0
CHD01279,1.42,1.28,3.42,4.54,3.4,0.77,5.05,1.75,13.98,5.12,7.76,0.67,4.47,0.94,,,6.87,7.67,8.32,108980.21,,6.38,9.8,4.05,54.3,0
CHD01280,4.99,10.99,1.4,7.19,4.82,8.85,7.69,5.22,8.1,6.48,1.27,6.98,6.62,2.28,1.98,0.82,1.98,6.12,2.46,22357.39,2.59,7.44,4.11,6.55,54.8,0
CHD01281,6.18,9.94,4.12,5.66,0.75,3.35,5.15,,7.37,0.09,1.24,9.63,7.42,2.04,0.42,8.09,0.98,0.85,7.0,94093.86,16.98,4.45,,11.59,55.4,0
CHD01282,7.02,1.49,3.28,5.31,6.06,2.34,3.6,7.18,4.61,9.29,3.06,7.3,7.86,6.37,,7.03,2.32,9.47,0.1,,4.73,3.6,6.51,7.49,49.8,0
CHD01283,5.6,5.74,3.68,1.57,0.28,4.14,6.23,3.1,5.61,7.05,9.12,5.77,7.27,,3.29,6.01,5.97,2.32,4.5,276233.22,5.14,9.02,2.01,,50.5,0
CHD01284,0.1,3.44,4.41,7.23,,5.64,2.37,2.25,2.47,3.8,5.39,6.75,6.4,1.91,13.39,6.1,8.24,6.65,7.22,27676.08,5.6,5.64,7.1,1.59,46.2,0
CHD01285,3.26,3.88,2.13,0.52,3.29,7.54,9.84,1.87,8.71,8.8,2.09,13.49,3.47,7.12,0.18,5.7,6.83,9.64,9.8,77006.73,21.06,5.8,6.62,4.48,36.7,0
CHD01286,5.18,8.91,0.94,7.79,1.88,3.13,6.93,2.48,1.45,7.15,5.16,3.76,3.93,12.72,5.77,8.53,3.39,5.2,6.83,83949.52,9.58,3.57,4.58,8.86,58.0,1
CHD01287,0.88,5.88,,9.22,2.83,6.83,5.19,2.16,7.37,4.75,8.86,3.5,0.85,6.69,11.67,3.56,1.0,4.74,1.68,100264.74,1.05,4.7,5.38,4.25,44.6,0
CHD01288,3.51,7.59,4.98,8.0,8.11,2.09,9.59,1.31,0.35,3.03,9.8,4.26,7.23,8.25,0.39,4.09,8.56,0.05,9.72,41466.22,16.33,6.82,6.73,,43.8,0
CHD01289,0.33,6.73,,1.92,9.99,0.09,9.1,2.02,1.08,4.52,,9.16,1.53,4.75,6.44,6.14,6.89,1.26,0.05,105271.72,4.19,9.47,1.82,8.8,45.8,0
CHD01290,11.68,5.29,3.7,,1.97,9.36,11.38,5.65,5.81,8.97,,2.36,9.17,8.71,2.8,8.54,0.86,7.72,7.57,60339.5,6.66,4.6,3.91,0.89,54.5,0
CHD01291,3.97,7.92,0.36,2.1,8.41,8.63,7.14,10.97,8.92,5.98,4.86,3.25,1.93,0.71,,4.82,1.89,4.09,0.51,67368.54,19.45,4.85,8.93,1.94,47.4,0
CHD01292,1.33,9.71,0.14,2.32,6.83,9.2,0.41,2.64,0.18,2.25,2.53,9.72,8.18,11.6,7.64,,9.57,3.27,3.63,21304.18,15.76,8.09,3.83,2.03,45.7,1
CHD01293,5.68,11.79,3.38,8.14,3.63,8.04,5.47,7.54,1.18,9.22,6.31,0.83,10.92,0.79,1.78,3.77,8.4,8.1,5.31,134993.68,14.31,2.33,5.75,9.95,48.2,0
CHD01294,6.89,7.89,1.28,0.63,,13.38,1.3,7.56,2.81,3.69,,5.0,9.73,12.04,4.99,1.7,6.87,0.75,6.86,41495.39,5.34,9.79,9.06,7.05,47.9,0
CHD01295,8.01,4.87,5.84,4.69,9.66,0.38,1.61,5.96,2.89,6.92,2.55,6.42,3.52,1.33,2.13,2.08,12.92,0.12,8.04,91908.36,4.44,7.28,,1.45,54.0,0
CHD01296,2.0,1.63,2.57,5.95,3.94,6.45,2.61,0.62,8.88,7.04,4.67,6.87,5.98,7.95,0.12,1.91,4.11,5.14,7.5,136942.39,14.7,8.94,3.86,4.09,43.2,0
CHD01297,1.67,0.44,3.91,9.49,7.41,8.8,,5.15,4.73,8.1,8.19,5.13,9.66,2.54,0.06,3.08,4.79,7.54,9.42,117512.37,11.38,1.71,2.02,11.87,38.5,0
CHD01298,1.05,2.31,0.52,6.52,8.49,7.63,3.08,6.57,4.96,3.26,5.58,9.73,2.11,6.52,1.51,0.14,9.45,3.0,0.09,149906.59,16.49,7.05,0.77,1.98,35.9,0
CHD01299,6.36,3.4,4.37,7.05,5.97,4.39,1.83,8.58,0.67,2.59,,8.29,2.19,1.02,0.99,9.03,5.13,6.31,1.16,112183.05,0.94,,1.79,3.57,40.0,0
CHD01300,7.06,1.3,,5.45,6.01,0.47,1.01,5.74,0.34,1.85,1.9,5.86,3.46,0.59,6.85,3.24,,5.58,3.76,147460.09,6.58,3.48,7.75,2.85,49.9,0
CHD01301,0.32,2.25,2.84,3.7,5.06,2.96,3.99,8.3,0.99,5.23,7.87,12.07,7.63,,5.05,5.21,3.0,1.59,7.99,38325.77,3.5,6.65,,2.02,29.7,0
CHD01302,9.36,0.84,3.05,3.53,9.44,8.74,8.2,0.95,6.28,,2.82,5.86,9.71,1.46,5.65,0.21,3.91,,5.36,23979.15,10.3,0.67,9.55,5.03,36.9,0
CHD01303,0.52,5.24,0.33,7.03,9.04,1.42,6.63,1.73,,0.71,8.51,8.24,8.62,8.98,5.77,6.04,9.57,,9.17,122769.42,,1.62,4.05,5.57,50.1,0
CHD01304,5.41,1.26,4.89,3.69,8.55,0.61,7.68,8.9,6.64,11.43,3.64,2.0,4.17,,0.27,1.38,0.15,4.42,0.26,106895.38,6.82,8.0,9.26,5.01,51.2,0
CHD01305,7.09,7.43,1.51,,8.17,,8.64,4.94,4.82,3.85,6.59,11.61,0.07,4.33,9.25,4.93,5.53,7.45,8.01,113725.34,,,7.0,9.32,42.1,0
CHD01306,8.71,3.33,3.57,5.47,6.18,1.48,0.26,5.86,5.05,7.98,7.54,8.49,1.14,5.44,9.0,7.26,1.75,9.52,0.51,34869.22,,9.58,14.13,6.31,61.5,1
CHD01307,7.14,6.72,3.16,5.55,7.89,2.32,2.73,1.92,3.09,3.43,3.37,8.49,0.13,4.79,9.89,5.2,5.51,2.23,0.2,64682.73,16.45,5.03,8.49,4.24,45.7,0
CHD01308,8.02,8.83,0.17,3.26,7.17,9.19,1.88,,13.19,2.0,8.54,2.45,1.34,3.96,0.34,3.66,1.04,9.47,9.35,86233.11,2.89,9.81,2.17,14.45,57.8,1
CHD01309,3.39,0.86,4.31,2.0,9.42,1.75,0.58,1.95,8.86,9.53,9.78,8.77,5.96,2.19,2.56,,4.77,0.87,7.53,73094.07,15.88,8.66,1.89,4.69,29.6,0
CHD01310,8.15,9.89,,0.33,2.95,9.72,5.32,7.61,6.79,8.51,,3.6,3.6,8.47,3.72,,12.13,3.61,7.15,38148.38,8.67,7.85,6.42,0.68,60.7,1
CHD01311,0.8,6.45,1.25,2.66,4.7,1.08,1.65,8.97,7.74,0.44,4.99,0.23,4.5,8.43,9.35,0.7,7.58,8.26,6.08,88428.57,7.29,2.94,4.66,0.75,51.7,0
CHD01312,8.95,0.53,0.29,5.66,4.7,1.69,0.61,3.93,2.13,5.61,5.22,5.98,9.25,7.05,4.37,12.52,1.95,2.64,2.77,,9.56,2.53,0.95,5.94,43.8,0
CHD01313,5.48,3.14,1.25,8.31,9.63,1.61,2.49,1.6,7.67,6.44,4.24,1.03,5.1,,7.16,0.75,7.83,3.98,0.58,18520.28,16.78,10.18,6.74,1.89,51.1,0
CHD01314,8.17,8.86,3.1,8.02,8.31,9.28,8.15,3.21,5.19,6.42,1.79,0.52,7.36,5.64,3.24,0.76,11.37,6.89,4.31,32801.13,4.6,7.47,8.71,4.14,51.3,0
CHD01315,4.52,5.96,1.0,,0.73,8.51,7.8,9.16,9.1,2.92,4.04,2.13,9.47,3.06,2.87,,6.91,2.68,5.14,90353.79,15.91,4.67,6.76,12.06,57.8,1
CHD01316,6.44,2.87,2.33,1.74,3.42,0.35,1.35,2.71,5.26,0.22,5.45,0.56,0.87,8.81,9.87,9.3,0.07,7.14,4.65,74213.74,7.86,,0.55,0.43,59.0,1
CHD01317,5.26,9.4,4.0,6.81,2.27,9.83,6.71,3.68,8.84,6.75,5.72,7.68,5.87,4.73,8.04,4.7,4.58,3.74,8.69,10636.2,0.32,9.58,3.88,13.09,49.4,0
CHD01318,,7.87,4.78,2.31,8.73,1.73,1.24,5.5,4.48,2.36,8.7,8.41,2.87,5.12,6.47,7.83,4.19,0.22,8.37,,12.85,4.69,4.54,6.58,47.5,0
CHD01319,0.82,7.36,3.5,3.3,9.35,7.35,3.04,5.08,3.84,1.79,5.9,5.45,6.94,0.68,8.09,6.9,1.29,9.67,8.04,120556.26,1.1,2.08,2.85,0.23,40.2,0
CHD01320,0.6,8.88,0.98,7.41,2.45,1.86,7.84,4.21,3.02,2.78,5.76,6.62,2.52,0.39,5.56,1.26,1.01,2.17,6.03,73551.42,20.49,9.82,9.96,5.0,37.9,0
CHD01321,2.47,7.7,1.92,3.0,0.05,0.69,8.67,1.75,11.98,5.63,9.88,3.93,3.31,1.77,9.08,5.59,7.55,3.94,8.88,,16.56,3.83,6.61,9.52,50.3,0
CHD01322,1.6,2.87,2.77,,7.29,9.97,6.47,6.14,3.26,6.48,7.16,0.0,8.86,6.04,3.05,7.6,4.06,8.18,0.52,35034.2,0.1,7.4,7.03,4.33,43.5,0
CHD01323,8.72,5.84,4.36,6.76,3.56,8.88,4.86,8.39,0.98,7.5,3.45,3.46,5.54,3.5,8.23,8.38,6.32,2.32,1.84,17933.83,,6.11,0.14,2.82,50.0,0
CHD01324,2.19,8.42,2.74,9.66,6.93,0.86,3.34,0.56,1.24,1.81,8.96,,3.48,3.27,3.73,10.82,7.82,4.48,2.09,64708.0,11.66,0.31,2.79,2.06,52.2,0
CHD01325,9.76,1.81,2.46,1.6,6.15,4.49,6.97,5.84,8.86,0.84,4.07,4.82,9.56,1.38,3.96,2.0,1.3,8.53,6.6,67540.08,13.48,5.61,8.94,9.6,50.5,0
CHD01326,3.37,1.63,1.3,1.79,0.1,3.19,7.55,0.52,6.49,4.97,4.04,9.65,7.87,0.31,2.93,5.92,6.91,1.18,5.27,56685.43,10.54,9.64,0.14,3.79,40.6,0
CHD01327,1.82,1.59,2.5,4.59,6.33,0.27,6.57,8.57,3.38,10.98,5.29,4.06,1.75,6.29,3.36,9.27,3.08,9.29,8.48,75155.27,,,5.33,6.55,46.9,0
CHD01328,13.18,1.94,1.59,5.26,6.67,11.29,9.18,1.98,2.44,1.08,8.18,0.28,4.91,6.48,5.22,7.89,1.91,7.03,1.47,86233.07,17.46,3.67,7.66,1.55,38.7,0
CHD01329,6.59,1.03,2.82,3.85,0.01,5.81,5.21,4.45,2.98,1.89,3.3,5.35,0.5,6.53,1.27,9.97,1.5,1.95,3.88,112061.54,4.13,6.28,9.64,9.6,44.7,0
CHD01330,4.98,8.38,4.04,6.37,8.9,4.15,5.25,9.9,7.4,4.86,4.07,8.4,8.5,0.01,8.16,4.17,0.54,9.17,1.73,119180.26,13.23,1.74,2.59,9.66,50.5,0
CHD01331,,8.18,4.73,12.37,6.14,8.22,6.29,5.69,2.15,6.2,7.64,2.7,9.33,0.75,2.95,3.25,10.58,7.7,1.4,94413.34,15.24,8.95,,7.18,50.8,0
CHD01332,7.19,1.51,4.05,6.61,9.69,4.89,3.27,1.61,0.06,5.27,2.75,2.22,8.08,5.91,8.36,3.2,6.58,4.41,8.9,149045.29,17.97,3.52,,8.28,50.8,0
CHD01333,2.28,7.06,4.14,9.02,7.91,1.4,5.0,0.1,8.39,9.03,8.77,4.39,4.82,0.95,2.13,3.74,6.6,2.57,6.88,56779.44,16.99,5.74,5.79,3.29,35.7,0
CHD01334,9.96,6.27,1.79,1.47,2.06,3.65,4.69,8.5,7.2,13.06,9.27,1.6,4.72,2.53,0.89,6.92,0.2,5.57,3.44,103616.84,17.54,1.96,6.39,7.45,43.6,0
CHD01335,9.75,2.76,3.48,8.16,6.22,2.41,2.74,7.86,8.85,13.16,7.69,7.6,9.16,5.48,6.47,1.33,3.42,8.67,3.58,126868.36,3.48,2.78,6.47,9.55,59.0,1
CHD01336,6.5,2.27,1.94,6.03,0.24,9.23,0.81,6.59,14.73,3.65,,4.44,2.4,9.88,9.69,4.05,3.68,6.95,9.79,129070.34,2.64,0.05,,5.14,64.1,1
CHD01337,2.0,2.51,0.12,8.82,2.91,7.79,6.1,1.9,6.39,3.52,5.22,,4.58,2.44,2.01,9.5,9.15,0.1,1.89,92399.67,11.61,2.61,7.68,3.82,39.4,0
CHD01338,6.8,10.91,4.42,0.16,6.21,0.16,5.59,1.37,9.86,0.57,7.01,3.53,4.95,5.08,2.14,1.8,8.57,9.06,3.23,135289.95,16.88,9.95,3.19,8.9,64.8,1
CHD01339,0.72,3.19,0.26,13.0,0.23,6.07,4.44,9.34,9.94,0.28,3.11,7.2,1.48,5.91,,1.26,5.81,5.7,8.68,,6.7,7.6,6.82,1.5,60.3,1
CHD01340,0.31,2.78,0.58,2.12,3.5,5.44,6.56,2.88,9.95,4.61,7.01,0.41,4.23,3.12,5.78,6.18,8.01,0.8,7.93,23922.73,12.24,,4.13,6.66,48.3,0
CHD01341,10.82,0.22,0.09,9.5,7.67,3.4,0.38,2.15,3.46,3.61,1.8,3.88,3.01,8.2,4.19,7.82,9.28,9.73,6.6,39380.48,7.63,5.41,1.73,,62.0,1
CHD01342,4.63,9.08,0.34,3.19,7.46,4.67,6.5,4.66,7.87,1.24,0.46,1.83,6.95,,12.38,5.57,2.62,4.03,1.37,82224.64,10.68,9.79,6.04,1.48,49.8,0
CHD01343,8.68,7.53,,7.18,0.11,4.33,2.62,4.46,7.14,6.41,8.93,1.81,2.76,0.24,7.17,9.2,4.69,7.38,6.95,58367.15,10.53,0.75,2.14,7.24,57.7,1
CHD01344,7.27,4.73,3.39,8.11,2.78,9.89,5.41,2.33,0.29,2.95,1.54,9.29,6.03,5.5,7.25,7.52,0.88,2.33,3.46,92357.61,11.41,3.55,9.82,2.89,50.8,0
CHD01345,7.43,9.43,4.27,9.24,1.56,0.22,8.5,5.07,11.11,3.63,8.94,6.12,1.75,4.23,4.95,5.94,1.26,6.07,8.11,80563.89,4.06,,5.9,0.24,57.8,1
CHD01346,4.25,2.94,3.98,2.01,8.9,6.71,8.3,3.12,9.23,,5.76,4.63,4.01,12.34,3.36,5.9,,2.91,0.84,45757.74,18.67,4.91,4.32,0.25,27.7,0
CHD01347,3.46,6.75,3.13,6.2,0.48,0.26,2.84,4.22,3.35,9.43,8.05,,1.08,2.66,4.98,2.52,4.88,3.26,3.87,24902.53,16.76,8.59,9.41,,47.4,0
CHD01348,13.83,3.05,3.93,0.35,9.63,5.78,6.98,0.31,6.44,7.93,1.49,0.11,13.39,0.78,6.61,2.07,9.17,9.85,0.51,,0.68,0.67,0.62,3.59,48.1,0
CHD01349,9.88,3.15,2.28,0.59,8.64,3.48,4.5,8.25,0.63,6.92,3.58,6.96,6.01,6.14,2.4,0.53,9.18,2.27,6.9,13664.16,16.11,1.84,7.85,4.87,39.1,0
CHD01350,0.4,8.45,4.53,4.15,8.23,,2.1,4.33,4.18,0.55,1.52,4.9,3.33,9.02,4.79,7.82,7.72,2.74,4.45,188824.59,16.71,4.8,4.53,6.4,65.4,1
CHD01351,,7.87,2.3,6.94,0.0,4.37,5.71,5.23,7.02,9.99,,8.29,9.3,4.48,6.89,7.71,,3.74,7.62,94810.42,11.88,8.87,6.61,6.35,55.1,0
CHD01352,5.79,2.94,0.14,6.54,,6.07,,0.67,5.52,2.72,5.0,0.94,0.89,8.95,1.41,2.71,1.57,6.36,7.42,132791.91,9.78,2.45,8.44,3.61,45.0,0
CHD01353,12.91,0.81,3.51,4.68,8.38,5.67,8.34,3.29,8.52,8.48,1.21,5.39,4.65,3.44,5.56,2.92,9.95,4.59,1.82,97666.15,18.87,0.06,5.51,2.93,46.8,0
CHD01354,7.25,3.58,4.15,6.03,4.96,6.75,5.43,0.27,,1.72,10.63,3.44,4.46,1.28,5.69,,6.97,0.21,9.58,107166.86,3.92,1.44,5.21,9.35,43.1,0
CHD01355,4.87,7.6,1.12,14.0,8.59,7.94,7.73,6.9,6.35,2.11,5.18,0.22,,7.37,8.66,3.42,4.13,8.53,2.55,98062.3,23.38,6.58,9.83,,64.6,1
CHD01356,8.73,1.01,1.59,8.39,7.8,3.87,8.21,3.0,2.04,9.67,6.89,7.87,7.54,2.25,2.06,9.85,1.61,7.43,7.05,89330.21,14.11,8.56,0.32,5.13,42.2,0
CHD01357,9.01,6.72,3.47,8.88,6.55,4.22,7.82,1.27,,8.42,,1.98,8.22,,8.17,4.48,4.77,1.86,4.59,,8.39,0.62,4.32,7.01,57.2,1
CHD01358,4.22,8.9,2.87,3.82,0.9,4.11,2.44,14.65,9.14,9.14,1.74,8.22,8.05,0.91,5.69,2.92,0.55,8.53,6.5,,0.87,7.0,8.27,9.82,50.4,0
CHD01359,2.77,,,0.65,8.0,2.03,8.71,3.49,2.81,10.36,8.69,4.8,1.14,9.67,1.95,0.86,9.01,6.46,3.94,89744.31,6.73,6.23,7.05,5.89,47.2,0
CHD01360,5.92,8.62,2.39,2.4,1.0,3.69,5.52,1.69,3.39,6.05,,8.98,4.1,0.13,,2.28,1.5,8.29,3.17,11028.45,,14.65,9.55,5.08,53.5,0
